Grid Position,Name,Type,Classification,System Type,System Name,Orbital Position,Star Size Rank,Planet Size Rank,Spectral Type,Evolutionary Stage,Star Special Characteristics,Size-Based Classification,Composition-Based Classification,Habitability,Planet Special Characteristics,Orbit Number,Distance from Star (AU),X,Y,Quadrant_16,Old_Name,Old_Name_Esperanto,Esperanto_Name,Meaning,Planet Classification Codes,Planet Classification Descriptions
165-109,Astrejo-3,Planet,S-CR-I-W,Trinary Star System,TeroSistemo,5,,0.13,,,,Cryo-Giant,Carborane,,,5.0,4.5,165,109,6,CieloMoonOrbitoPlanedo,Tero [165-109],Astrejo-3,celestial body — variant,,
165-109,Astrumo-3,Planet,MM-D-PR-Mg,Trinary Star System,TeroSistemo,6,,0.13,,,,Proto-Realm,,,Mirage Moons,6.0,5.5,165,109,6,CieloLumoPlanedoPlanedo,Tero [165-109],Astrumo-3,celestial body — variant,,
165-109,Astregujo-3,Planet,Q-CI-ES-I,Trinary Star System,TeroSistemo,7,,0.13,,,,Cryo-Giant,,Elysian Sphere,Chronos Isles,7.0,6.5,165,109,6,NoktoLandUniversoPlanedo,Tero [165-109],Astregujo-3,celestial body — variant,,
165-109,Astretujo-3,Planet,DS-WB-H-PR-P,Trinary Star System,TeroSistemo,8,,0.13,,,,Proto-Realm,Hydro-Realm,,,8.0,7.5,165,109,6,TeroStarPlanedoPlanedo,Tero [165-109],Astretujo-3,celestial body — variant,,
165-109,Astregaro-3,Planet,PR-NS-WB-CR,Trinary Star System,TeroSistemo,9,,0.13,,,,Proto-Realm,Carborane,,,9.0,8.5,165,109,6,MaroLightSistemoPlanedo,Tero [165-109],Astregaro-3,celestial body — variant,,
160-106,Montido-2,Planet,TL-FL-FC-P,Solitary Star System,MontoStelo,1,,1.95,,,,Terraclade,Ferrocore,Pioneera,,1.0,0.5,160,106,6,MaroNoktoKosmoPlanedo,Monto [160-106],Montido-2,mountain — variant,,
160-106,Montego-2,Planet,MS-ES-Mg-NW-TL,Solitary Star System,MontoStelo,2,,1.95,,,,Terraclade,,Elysian Sphere,,2.0,1.5,160,106,6,MaroSkySteloPlanedo,Monto [160-106],Montego-2,mountain — variant,,
160-106,Monteto-2,Planet,MM-W-C-ES,Solitary Star System,MontoStelo,3,,0.13,,,,,,Elysian Sphere,Mirage Moons,3.0,2.5,160,106,6,FajroCieloOrbitoPlanedo,Monto [160-106],Monteto-2,mountain — variant,,
160-106,Montejo-2,Planet,FC-H-ES-DS-V,Solitary Star System,MontoStelo,4,,0.13,,,,,Ferrocore,Elysian Sphere,,4.0,3.5,160,106,6,MontoMoonGalaksioPlanedo,Monto [160-106],Montejo-2,mountain — variant,,
160-106,Montumo-2,Planet,PR-WB-ES-FL-P,Solitary Star System,MontoStelo,5,,0.13,,,,Proto-Realm,,Elysian Sphere,,5.0,4.5,160,106,6,LumoSunOrbitoPlanedo,Monto [160-106],Montumo-2,mountain — variant,,
160-106,Montegujo-2,Planet,WB-BH-T-FL-CR,Solitary Star System,MontoStelo,6,,0.13,,,,,Carborane,Pioneera,,6.0,5.5,160,106,6,TeroMontoGalaksioPlanedo,Monto [160-106],Montegujo-2,mountain — variant,,
288-232,Fajregejo-Nova,Planet,I-P-S-LS,Binary Star System,FajroStelo,1,,2.47,,,,Cryo-Giant,,,,1.0,0.5,288,232,11,FajroLandAeroPlanedo,Fajro [288-232],Fajregejo-Nova,fire — new/variant,,
288-232,Fajrujo-Novego,Planet,CR-S-V-CI,Binary Star System,FajroStelo,2,,0.13,,,,Cryo-Giant,Carborane,Nihility,Chronos Isles,2.0,1.5,288,232,11,SteloMoonUniversoPlanedo,Fajro [288-232],Fajrujo-Novego,fire — new/giant,,
313-101,Astrejaro-3,Planet,W-CR-NT-MM,Solitary Star System,CieloKosmo,1,,0.13,,,,Nebulae Titan,Carborane,,Mirage Moons,1.0,0.5,313,101,4,MaroLumoGalaksioPlanedo,Cielo [313-101],Astrejaro-3,celestial body — variant,,
313-101,Astrideto-3,Planet,C-LS-S-OA-P,Solitary Star System,CieloKosmo,2,,2.47,,,,Lilliput Sphere,Oceanara,,,2.0,1.5,313,101,4,FajroMontoGalaksioPlanedo,Cielo [313-101],Astrideto-3,celestial body — variant,,
313-101,Astregumo-3,Planet,NS-BH-WB-I,Solitary Star System,CieloKosmo,3,,0.13,,,,Cryo-Giant,Hydro-Realm,,,3.0,2.5,313,101,4,TeroWaterSistemoPlanedo,Cielo [313-101],Astregumo-3,celestial body — variant,,
313-101,Astretaro-3,Planet,MM-DS-FL-NT-T,Solitary Star System,CieloKosmo,4,,0.13,,,,Nebulae Titan,Aridane,Pioneera,Mirage Moons,4.0,3.5,313,101,4,FajroCieloSteloPlanedo,Cielo [313-101],Astretaro-3,celestial body — variant,,
313-101,Astregejo-3,Planet,T-Q-MM-CI-C,Solitary Star System,CieloKosmo,5,,0.13,,,,Cryo-Giant,,,Chronos Isles,5.0,4.5,313,101,4,MaroSunPlanedoPlanedo,Cielo [313-101],Astregejo-3,celestial body — variant,,
313-101,Astrujo-4,Planet,Q-D-RG-ES-V,Solitary Star System,CieloKosmo,6,,0.13,,,,,,Elysian Sphere,,6.0,5.5,313,101,4,FajroSkyGalaksioPlanedo,Cielo [313-101],Astrujo-4,celestial body — variant,,
313-101,Astraro-4,Planet,DS-V-D-C-OA,Solitary Star System,CieloKosmo,7,,0.13,,,,,Aridane,Nihility,,7.0,6.5,313,101,4,AkvoSteloSistemoPlanedo,Cielo [313-101],Astraro-4,celestial body — variant,,
313-101,Astrido-4,Planet,OA-NS-I-V,Solitary Star System,CieloKosmo,8,,0.13,,,,Cryo-Giant,Oceanara,Nihility,,8.0,7.5,313,101,4,TeroMontoPlanedoPlanedo,Cielo [313-101],Astrido-4,celestial body — variant,,
313-101,Astrego-4,Planet,D-H-Mg-CI-NW,Solitary Star System,CieloKosmo,9,,0.13,,,,Cryo-Giant,Hydro-Realm,,Chronos Isles,9.0,8.5,313,101,4,VentoMoonOrbitoPlanedo,Cielo [313-101],Astrego-4,celestial body — variant,,
313-101,Astreto-4,Planet,TL-LS-CR-PR,Solitary Star System,CieloKosmo,10,,2.47,,,,Proto-Realm,Carborane,,,10.0,9.5,313,101,4,TeroNoktoSteloPlanedo,Cielo [313-101],Astreto-4,celestial body — variant,,
313-101,Astrejo-4,Planet,T-W-CI-V,Solitary Star System,CieloKosmo,11,,0.13,,,,Cryo-Giant,,Nihility,Chronos Isles,11.0,10.5,313,101,4,SteloSkyOrbitoPlanedo,Cielo [313-101],Astrejo-4,celestial body — variant,,
37-214,Montetujo-2,Planet,LS-NS-W-Mg,Trinary Star System,MontoOrbito,1,,2.47,,,,Lilliput Sphere,,,,1.0,0.5,37,214,9,AkvoVentoUniversoPlanedo,Monto [37-214],Montetujo-2,mountain — variant,,
37-214,Montegaro-2,Planet,P-H-NW-DS,Trinary Star System,MontoOrbito,2,,0.13,,,,,Hydro-Realm,,,2.0,1.5,37,214,9,AkvoAkvoKosmoPlanedo,Monto [37-214],Montegaro-2,mountain — variant,,
37-214,Montejaro-2,Planet,PR-I-NW-FC,Trinary Star System,MontoOrbito,3,,0.13,,,,Proto-Realm,Ferrocore,Pioneera,,3.0,2.5,37,214,9,LumoLightAeroPlanedo,Monto [37-214],Montejaro-2,mountain — variant,,
37-214,Montideto-2,Planet,V-FC-NS-P,Trinary Star System,MontoOrbito,4,,0.13,,,,,Ferrocore,Pioneera,,4.0,3.5,37,214,9,VentoNoktoSistemoPlanedo,Monto [37-214],Montideto-2,mountain — variant,,
37-214,Montegumo-2,Planet,PR-Q-S-Mg-MM,Trinary Star System,MontoOrbito,5,,0.13,,,,Proto-Realm,,,Mirage Moons,5.0,4.5,37,214,9,AkvoWaterSteloPlanedo,Monto [37-214],Montegumo-2,mountain — variant,,
37-214,Montetaro-2,Planet,S-CI-T-FL-MS,Trinary Star System,MontoOrbito,6,,0.13,,,,Cryo-Giant,,Pioneera,Chronos Isles,6.0,5.5,37,214,9,CieloMoonSteloPlanedo,Monto [37-214],Montetaro-2,mountain — variant,,
37-214,Montegejo-2,Planet,CI-WB-P-NT,Trinary Star System,MontoOrbito,7,,0.13,,,,Nebulae Titan,,,Chronos Isles,7.0,6.5,37,214,9,AkvoFajroKosmoPlanedo,Monto [37-214],Montegejo-2,mountain — variant,,
37-214,Montujo-3,Planet,P-MS-DS-W,Trinary Star System,MontoOrbito,8,,0.13,,,,,Aridane,,,8.0,7.5,37,214,9,TeroLumoGalaksioPlanedo,Monto [37-214],Montujo-3,mountain — variant,,
37-214,Montaro-3,Planet,FC-CI-I-RG-W,Trinary Star System,MontoOrbito,9,,0.13,,,,Cryo-Giant,Ferrocore,Pioneera,Chronos Isles,9.0,8.5,37,214,9,FajroSteloSteloPlanedo,Monto [37-214],Montaro-3,mountain — variant,,
37-214,Montido-3,Planet,C-TL-LS-BH,Trinary Star System,MontoOrbito,10,,2.47,,,,Terraclade,Hydro-Realm,,,10.0,9.5,37,214,9,FajroWaterPlanedoPlanedo,Monto [37-214],Montido-3,mountain — variant,,
300-215,Astrumo-4,Planet,LS-FL-CR-NT-Q,Trinary Star System,TeroKosmo,1,,2.47,,,,Nebulae Titan,Carborane,Pioneera,,1.0,0.5,300,215,11,NoktoMoonUniversoPlanedo,Tero [300-215],Astrumo-4,celestial body — variant,,
300-215,Astregujo-4,Planet,FL-RG-MS-DS,Trinary Star System,TeroKosmo,2,,0.13,,,,,Aridane,Pioneera,,2.0,1.5,300,215,11,TeroVentoOrbitoPlanedo,Tero [300-215],Astregujo-4,celestial body — variant,,
300-215,Astretujo-4,Planet,H-NW-DS-Q,Trinary Star System,TeroKosmo,3,,0.13,,,,,Hydro-Realm,,,3.0,2.5,300,215,11,NoktoTeroPlanedoPlanedo,Tero [300-215],Astretujo-4,celestial body — variant,,
300-215,Astregaro-4,Planet,DS-T-ES-RG,Trinary Star System,TeroKosmo,4,,0.13,,,,,Aridane,Elysian Sphere,,4.0,3.5,300,215,11,SteloTeroSistemoPlanedo,Tero [300-215],Astregaro-4,celestial body — variant,,
300-215,Astrejaro-4,Planet,I-T-Mg-RG-P,Trinary Star System,TeroKosmo,5,,0.13,,,,Cryo-Giant,,,,5.0,4.5,300,215,11,SteloStarOrbitoPlanedo,Tero [300-215],Astrejaro-4,celestial body — variant,,
300-215,Astrideto-4,Planet,CI-WB-ES-Q-V,Trinary Star System,TeroKosmo,6,,0.13,,,,Cryo-Giant,,Elysian Sphere,Chronos Isles,6.0,5.5,300,215,11,MaroFajroUniversoPlanedo,Tero [300-215],Astrideto-4,celestial body — variant,,
300-215,Astregumo-4,Planet,V-BH-I-W-CR,Trinary Star System,TeroKosmo,7,,0.13,,,,Cryo-Giant,Carborane,Nihility,,7.0,6.5,300,215,11,TeroFireUniversoPlanedo,Tero [300-215],Astregumo-4,celestial body — variant,,
300-215,Astretaro-4,Planet,CR-ES-WB-D-Q,Trinary Star System,TeroKosmo,8,,0.13,,,,,Carborane,Elysian Sphere,,8.0,7.5,300,215,11,FajroMaroUniversoPlanedo,Tero [300-215],Astretaro-4,celestial body — variant,,
300-215,Astregejo-4,Planet,WB-Mg-FC-BH-Q,Trinary Star System,TeroKosmo,9,,0.13,,,,,Ferrocore,Pioneera,,9.0,8.5,300,215,11,CieloFajroSistemoPlanedo,Tero [300-215],Astregejo-4,celestial body — variant,,
65-320,Astrujo-5,Planet,CR-W-PR-V,Binary Star System,CieloAero,1,,0.13,,,,Proto-Realm,Carborane,Nihility,,1.0,0.5,65,320,13,NoktoMoonGalaksioPlanedo,CieloAero [65-320],Astrujo-5,celestial body — variant,,
65-320,Astraro-5,Planet,H-RG-WB-FC-NS,Binary Star System,CieloAero,2,,0.13,,,,,Ferrocore,Pioneera,,2.0,1.5,65,320,13,LumoWindOrbitoPlanedo,CieloAero [65-320],Astraro-5,celestial body — variant,,
65-320,Astrido-5,Planet,V-H-WB-PR,Binary Star System,CieloAero,3,,0.13,,,,Proto-Realm,Hydro-Realm,Nihility,,3.0,2.5,65,320,13,MontoFajroOrbitoPlanedo,CieloAero [65-320],Astrido-5,celestial body — variant,,
65-320,Astrego-5,Planet,Mg-V-RG-D-FL,Binary Star System,CieloAero,4,,0.13,,,,,,Pioneera,,4.0,3.5,65,320,13,CieloCieloPlanedoPlanedo,CieloAero [65-320],Astrego-5,celestial body — variant,,
65-320,Astreto-5,Planet,MS-T-CI-P-OA,Binary Star System,CieloAero,5,,0.13,,,,Cryo-Giant,Oceanara,,Chronos Isles,5.0,4.5,65,320,13,FajroWaterSteloPlanedo,CieloAero [65-320],Astreto-5,celestial body — variant,,
65-320,Astrejo-5,Planet,PR-Mg-V-CI-RG,Binary Star System,CieloAero,6,,0.13,,,,Proto-Realm,,Nihility,Chronos Isles,6.0,5.5,65,320,13,VentoStarGalaksioPlanedo,CieloAero [65-320],Astrejo-5,celestial body — variant,,
158-113,Montego-3,Planet,CI-V-MM-FC,Trinary Star System,LumoOrbito,1,,0.13,,,,Cryo-Giant,Ferrocore,Pioneera,Chronos Isles,1.0,0.5,158,113,6,,MontoNightOrbitoPlanedo,Montego-3,mountain — variant,,
158-113,Ventejo-Noveto,Planet,D-MM-C-CR-OA,Trinary Star System,LumoOrbito,2,,0.13,,,,,Carborane,,Mirage Moons,2.0,1.5,158,113,6,,CieloVentoPlanedoPlanedo,Ventejo-Noveto,wind — new/small,,
158-113,Ventumo-Noveto,Planet,D-RG-FC-MS-MM,Trinary Star System,LumoOrbito,3,,0.13,,,,,Ferrocore,Pioneera,Mirage Moons,3.0,2.5,158,113,6,,VentoMaroPlanedoPlanedo,Ventumo-Noveto,wind — new/small,,
158-113,Lumegujo-Novego,Planet,W-BH-H-Q-NW,Trinary Star System,LumoOrbito,4,,0.13,,,,,Hydro-Realm,,,4.0,3.5,158,113,6,,LumoLumoKosmoPlanedo,Lumegujo-Novego,light — new/giant,,
158-113,Fajraro-Novego,Planet,Mg-FL-TL-NS-FC,Trinary Star System,LumoOrbito,5,,1.95,,,,Terraclade,Ferrocore,Pioneera,,5.0,4.5,158,113,6,,FajroFajroOrbitoPlanedo,Fajraro-Novego,fire — new/giant,,
158-113,Monteto-3,Planet,NW-PR-RG-T-OA,Trinary Star System,LumoOrbito,6,,0.13,,,,Proto-Realm,Oceanara,,,6.0,5.5,158,113,6,,MontoNoktoKosmoPlanedo,Monteto-3,mountain — variant,,
355-288,Astrumo-5,Planet,S-V-NW-TL,Trinary Star System,CieloOrbito,1,,1.95,,,,Terraclade,,Nihility,,1.0,0.5,355,288,12,MaroSkyUniversoPlanedo,Cielo [355-288],Astrumo-5,celestial body — variant,,
355-288,Astregujo-5,Planet,H-CI-RG-BH-P,Trinary Star System,CieloOrbito,2,,0.13,,,,Cryo-Giant,Hydro-Realm,,Chronos Isles,2.0,1.5,355,288,12,AkvoStarPlanedoPlanedo,Cielo [355-288],Astregujo-5,celestial body — variant,,
355-288,Astretujo-5,Planet,MS-TL-Q-ES,Trinary Star System,CieloOrbito,3,,1.95,,,,Terraclade,,Elysian Sphere,,3.0,2.5,355,288,12,NoktoLumoSistemoPlanedo,Cielo [355-288],Astretujo-5,celestial body — variant,,
355-288,Astregaro-5,Planet,C-BH-NS-ES,Trinary Star System,CieloOrbito,4,,0.13,,,,,Hydro-Realm,Elysian Sphere,,4.0,3.5,355,288,12,FajroFireUniversoPlanedo,Cielo [355-288],Astregaro-5,celestial body — variant,,
355-288,Astrejaro-5,Planet,S-CI-CR-C-P,Trinary Star System,CieloOrbito,5,,0.13,,,,Cryo-Giant,Carborane,,Chronos Isles,5.0,4.5,355,288,12,SteloMoonKosmoPlanedo,Cielo [355-288],Astrejaro-5,celestial body — variant,,
355-288,Astrideto-5,Planet,I-W-S-NW-D,Trinary Star System,CieloOrbito,6,,0.13,,,,Cryo-Giant,,,,6.0,5.5,355,288,12,AkvoFajroOrbitoPlanedo,Cielo [355-288],Astrideto-5,celestial body — variant,,
355-288,Astregumo-5,Planet,BH-MM-NW-NT,Trinary Star System,CieloOrbito,7,,0.13,,,,Nebulae Titan,Hydro-Realm,,Mirage Moons,7.0,6.5,355,288,12,TeroFajroAeroPlanedo,Cielo [355-288],Astregumo-5,celestial body — variant,,
355-288,Astretaro-5,Planet,T-NW-CI-W,Trinary Star System,CieloOrbito,8,,0.13,,,,Cryo-Giant,,,Chronos Isles,8.0,7.5,355,288,12,NoktoMontoUniversoPlanedo,Cielo [355-288],Astretaro-5,celestial body — variant,,
355-288,Astregejo-5,Planet,CI-WB-DS-NS,Trinary Star System,CieloOrbito,9,,0.13,,,,Cryo-Giant,Aridane,,Chronos Isles,9.0,8.5,355,288,12,AkvoSteloGalaksioPlanedo,Cielo [355-288],Astregejo-5,celestial body — variant,,
387-123,Akvido-Noveto,Planet,V-H-MS-CR-Q,Binary Star System,LumoGalaksio,1,,0.13,,,,,Carborane,Nihility,,1.0,0.5,387,123,8,,AkvoMoonKosmoPlanedo,Akvido-Noveto,water — new/small,,
387-123,Akvego-Noveto,Planet,Q-WB-V-I-DS,Binary Star System,LumoGalaksio,2,,0.13,,,,Cryo-Giant,Aridane,Nihility,,2.0,1.5,387,123,8,,AkvoLightGalaksioPlanedo,Akvego-Noveto,water — new/small,,
387-123,Ventegujo-Noveto,Planet,CR-V-WB-FL,Binary Star System,LumoGalaksio,3,,0.13,,,,,Carborane,Pioneera,,3.0,2.5,387,123,8,,CieloVentoUniversoPlanedo,Ventegujo-Noveto,wind — new/small,,
387-123,Akveto-Noveto,Planet,FL-CI-W-I-LS,Binary Star System,LumoGalaksio,4,,2.47,,,,Cryo-Giant,,Pioneera,Chronos Isles,4.0,3.5,387,123,8,,AkvoMontoGalaksioPlanedo,Akveto-Noveto,water — new/small,,
387-123,Maretaro-Novaro,Planet,PR-BH-MS-CI,Binary Star System,LumoGalaksio,5,,0.13,,,,Proto-Realm,Hydro-Realm,,Chronos Isles,5.0,4.5,387,123,8,,MaroAkvoAeroPlanedo,Maretaro-Novaro,sea — new/collection,,
387-123,Stelegejo,Planet,P-H-WB-DS-Q,Binary Star System,LumoGalaksio,6,,0.13,,,,,Hydro-Realm,,,6.0,5.5,387,123,8,,CieloNoktoSteloPlanedo,Stelegejo,star — great domain,,
387-123,Stelujo-Nova,Planet,FC-Q-Mg-MS,Binary Star System,LumoGalaksio,7,,0.13,,,,,Ferrocore,Pioneera,,7.0,6.5,387,123,8,,SteloCieloPlanedoPlanedo,Stelujo-Nova,star — new/variant,,
148-222,Fajrido-Novego,Planet,T-C-MS-BH-PR,Solitary Star System,FajroOrbito,1,,0.13,,,,Proto-Realm,Hydro-Realm,,,1.0,0.5,148,222,10,VentoSkyGalaksioPlanedo,Fajro [148-222],Fajrido-Novego,fire — new/giant,,
148-222,Fajrego-Novego,Planet,C-FL-NT-ES,Solitary Star System,FajroOrbito,2,,0.13,,,,Nebulae Titan,,Elysian Sphere,,2.0,1.5,148,222,10,TeroAkvoGalaksioPlanedo,Fajro [148-222],Fajrego-Novego,fire — new/giant,,
148-222,Fajreto-Novego,Planet,H-W-D-C,Solitary Star System,FajroOrbito,3,,0.13,,,,,Hydro-Realm,,,3.0,2.5,148,222,10,CieloWindUniversoPlanedo,Fajro [148-222],Fajreto-Novego,fire — new/giant,,
148-222,Fajrejo-Novego,Planet,I-ES-C-W-P,Solitary Star System,FajroOrbito,4,,0.13,,,,Cryo-Giant,,Elysian Sphere,,4.0,3.5,148,222,10,CieloAkvoAeroPlanedo,Fajro [148-222],Fajrejo-Novego,fire — new/giant,,
361-169,Astrujo-6,Planet,MS-W-NS-I,Trinary Star System,CieloGalaksio,1,,0.13,,,,Cryo-Giant,,,,1.0,0.5,361,169,8,MontoWindAeroPlanedo,Cielo [361-169],Astrujo-6,celestial body — variant,,
361-169,Astraro-6,Planet,TL-CI-Mg-FL,Trinary Star System,CieloGalaksio,2,,1.95,,,,Terraclade,,Pioneera,Chronos Isles,2.0,1.5,361,169,8,AkvoNoktoKosmoPlanedo,Cielo [361-169],Astraro-6,celestial body — variant,,
361-169,Astrido-6,Planet,BH-PR-FL-TL-NT,Trinary Star System,CieloGalaksio,3,,1.95,,,,Proto-Realm,Hydro-Realm,Pioneera,,3.0,2.5,361,169,8,MaroVentoUniversoPlanedo,Cielo [361-169],Astrido-6,celestial body — variant,,
361-169,Astrego-6,Planet,D-H-MM-LS,Trinary Star System,CieloGalaksio,4,,2.47,,,,Lilliput Sphere,Hydro-Realm,,Mirage Moons,4.0,3.5,361,169,8,VentoMoonSistemoPlanedo,Cielo [361-169],Astrego-6,celestial body — variant,,
331-312,Ventetujo-Noveto,Planet,LS-DS-OA-V-MM,Binary Star System,VentoGalaksio,1,,2.47,,,,Lilliput Sphere,Aridane,Nihility,Mirage Moons,1.0,0.5,331,312,16,TeroNoktoUniversoPlanedo,Vento [331-312],Ventetujo-Noveto,wind — new/small,,
331-312,Ventegaro-Noveto,Planet,NW-MM-V-I-P,Binary Star System,VentoGalaksio,2,,0.13,,,,Cryo-Giant,,Nihility,Mirage Moons,2.0,1.5,331,312,16,MaroMaroGalaksioPlanedo,Vento [331-312],Ventegaro-Noveto,wind — new/small,,
331-312,Ventejaro-Noveto,Planet,Mg-W-PR-Q-D,Binary Star System,VentoGalaksio,3,,0.13,,,,Proto-Realm,,,,3.0,2.5,331,312,16,SteloFajroUniversoPlanedo,Vento [331-312],Ventejaro-Noveto,wind — new/small,,
331-312,Ventideto-Noveto,Planet,P-W-Mg-NS,Binary Star System,VentoGalaksio,4,,0.13,,,,,,,,4.0,3.5,331,312,16,TeroTeroPlanedoPlanedo,Vento [331-312],Ventideto-Noveto,wind — new/small,,
385-220,Astreto-6,Planet,MM-S-WB-NT-D,Solitary Star System,NoktoUniverso,1,,0.13,,,,Nebulae Titan,,,Mirage Moons,1.0,0.5,385,220,12,AkvoVentoGalaksioPlanedo,Nokto [385-220],Astreto-6,celestial body — variant,,
385-220,Astrejo-6,Planet,I-W-RG-TL-ES,Solitary Star System,NoktoUniverso,2,,1.95,,,,Terraclade,,Elysian Sphere,,2.0,1.5,385,220,12,CieloFireGalaksioPlanedo,Nokto [385-220],Astrejo-6,celestial body — variant,,
126-146,Montejo-3,Planet,TL-LS-MS-RG-W,Solitary Star System,MontoGalaksio,1,,2.47,,,,Terraclade,,,,1.0,0.5,126,146,6,CieloWaterPlanedoPlanedo,Monto [126-146],Montejo-3,mountain — variant,,
126-146,Montumo-3,Planet,BH-Q-I-S,Solitary Star System,MontoGalaksio,2,,0.13,,,,Cryo-Giant,Hydro-Realm,,,2.0,1.5,126,146,6,MaroTeroGalaksioPlanedo,Monto [126-146],Montumo-3,mountain — variant,,
126-146,Montegujo-3,Planet,T-ES-H-NT-C,Solitary Star System,MontoGalaksio,3,,0.13,,,,Nebulae Titan,Hydro-Realm,Elysian Sphere,,3.0,2.5,126,146,6,VentoLandKosmoPlanedo,Monto [126-146],Montegujo-3,mountain — variant,,
126-146,Montetujo-3,Planet,D-PR-C-NW,Solitary Star System,MontoGalaksio,4,,0.13,,,,Proto-Realm,,,,4.0,3.5,126,146,6,MaroVentoAeroPlanedo,Monto [126-146],Montetujo-3,mountain — variant,,
126-146,Montegaro-3,Planet,RG-T-ES-WB,Solitary Star System,MontoGalaksio,5,,0.13,,,,,,Elysian Sphere,,5.0,4.5,126,146,6,SteloSunSteloPlanedo,Monto [126-146],Montegaro-3,mountain — variant,,
126-146,Montejaro-3,Planet,Mg-FC-P-D-LS,Solitary Star System,MontoGalaksio,6,,2.47,,,,Lilliput Sphere,Ferrocore,Pioneera,,6.0,5.5,126,146,6,VentoWaterSteloPlanedo,Monto [126-146],Montejaro-3,mountain — variant,,
126-146,Montideto-3,Planet,FC-NT-MS-FL,Solitary Star System,MontoGalaksio,7,,0.13,,,,Nebulae Titan,Ferrocore,Pioneera,,7.0,6.5,126,146,6,TeroStarSistemoPlanedo,Monto [126-146],Montideto-3,mountain — variant,,
126-146,Montegumo-3,Planet,LS-W-RG-FL-DS,Solitary Star System,MontoGalaksio,8,,2.47,,,,Lilliput Sphere,Aridane,Pioneera,,8.0,7.5,126,146,6,MontoSunSteloPlanedo,Monto [126-146],Montegumo-3,mountain — variant,,
126-146,Montetaro-3,Planet,CI-TL-NW-T-FL,Solitary Star System,MontoGalaksio,9,,1.95,,,,Terraclade,,Pioneera,Chronos Isles,9.0,8.5,126,146,6,NoktoStarUniversoPlanedo,Monto [126-146],Montetaro-3,mountain — variant,,
254-280,Fajrumo-Novego,Planet,FC-NW-DS-LS,Trinary Star System,FajroKosmo,1,,2.47,,,,Lilliput Sphere,Ferrocore,Pioneera,,1.0,0.5,254,280,11,NoktoVentoSteloPlanedo,Fajro [254-280],Fajrumo-Novego,fire — new/giant,,
254-280,Fajregujo-Novego,Planet,CI-MS-W-FL,Trinary Star System,FajroKosmo,2,,0.13,,,,Cryo-Giant,,Pioneera,Chronos Isles,2.0,1.5,254,280,11,CieloLumoUniversoPlanedo,Fajro [254-280],Fajregujo-Novego,fire — new/giant,,
254-280,Fajretujo-Novego,Planet,V-P-OA-ES-Mg,Trinary Star System,FajroKosmo,3,,0.13,,,,,Oceanara,Elysian Sphere,,3.0,2.5,254,280,11,NoktoSkyOrbitoPlanedo,Fajro [254-280],Fajretujo-Novego,fire — new/giant,,
254-280,Fajregaro-Novego,Planet,CR-MS-S-OA,Trinary Star System,FajroKosmo,4,,0.13,,,,,Carborane,,,4.0,3.5,254,280,11,MaroMoonSteloPlanedo,Fajro [254-280],Fajregaro-Novego,fire — new/giant,,
254-280,Fajrejaro-Novego,Planet,DS-C-Q-NW-MS,Trinary Star System,FajroKosmo,5,,0.13,,,,,Aridane,,,5.0,4.5,254,280,11,LumoMontoOrbitoPlanedo,Fajro [254-280],Fajrejaro-Novego,fire — new/giant,,
203-132,Ventegumo-Noveto,Planet,T-CR-NT-RG,Trinary Star System,VentoAero,1,,0.13,,,,Nebulae Titan,Carborane,,,1.0,0.5,203,132,6,MontoLightOrbitoPlanedo,VentoAero [203-132],Ventegumo-Noveto,wind — new/small,,
203-132,Ventetaro-Noveto,Planet,CI-MS-W-OA,Trinary Star System,VentoAero,2,,0.13,,,,Cryo-Giant,Oceanara,,Chronos Isles,2.0,1.5,203,132,6,TeroNoktoSistemoPlanedo,VentoAero [203-132],Ventetaro-Noveto,wind — new/small,,
203-132,Ventegejo-Noveto,Planet,D-NS-S-FL-MS,Trinary Star System,VentoAero,3,,0.13,,,,,,Pioneera,,3.0,2.5,203,132,6,CieloMontoSistemoPlanedo,VentoAero [203-132],Ventegejo-Noveto,wind — new/small,,
203-132,Ventujo-Novaro,Planet,TL-S-PR-V,Trinary Star System,VentoAero,4,,1.95,,,,Proto-Realm,,Nihility,,4.0,3.5,203,132,6,SteloLandGalaksioPlanedo,VentoAero [203-132],Ventujo-Novaro,wind — new/collection,,
203-132,Ventaro-Novaro,Planet,S-W-MS-CI-RG,Trinary Star System,VentoAero,5,,0.13,,,,Cryo-Giant,,,Chronos Isles,5.0,4.5,203,132,6,SteloLumoKosmoPlanedo,VentoAero [203-132],Ventaro-Novaro,wind — new/collection,,
203-132,Ventido-Novaro,Planet,H-CR-CI-NT,Trinary Star System,VentoAero,6,,0.13,,,,Nebulae Titan,Carborane,,Chronos Isles,6.0,5.5,203,132,6,AkvoNightAeroPlanedo,VentoAero [203-132],Ventido-Novaro,wind — new/collection,,
203-132,Ventego-Novaro,Planet,CI-NT-S-Q-DS,Trinary Star System,VentoAero,7,,0.13,,,,Nebulae Titan,Aridane,,Chronos Isles,7.0,6.5,203,132,6,SteloLightPlanedoPlanedo,VentoAero [203-132],Ventego-Novaro,wind — new/collection,,
